"SliderCrank"
"PART_4: PART/4"

"Time      "	"PART_4_XFORM.ACCX"
8.370000e-02	1.371948e+07
8.380000e-02	1.364195e+07
8.390000e-02	1.356495e+07
8.400000e-02	1.348851e+07
8.410000e-02	1.341270e+07
8.420000e-02	1.333754e+07
8.430000e-02	1.326309e+07
8.440000e-02	1.318938e+07
8.450000e-02	1.311646e+07
8.460000e-02	1.304436e+07
8.470000e-02	1.297311e+07
8.480000e-02	1.290275e+07
8.490000e-02	1.283331e+07
8.500000e-02	1.276483e+07
8.510000e-02	1.269734e+07
8.520000e-02	1.263086e+07
8.530000e-02	1.256541e+07
8.540000e-02	1.250104e+07
8.550000e-02	1.243776e+07
8.560000e-02	1.237560e+07
8.570000e-02	1.231458e+07
8.580000e-02	1.225472e+07
8.590000e-02	1.219604e+07
8.600000e-02	1.213857e+07
8.610000e-02	1.208231e+07
8.620000e-02	1.202730e+07
8.630000e-02	1.197355e+07
8.640000e-02	1.192107e+07
8.650000e-02	1.186988e+07
8.660000e-02	1.182000e+07
8.670000e-02	1.177143e+07
8.680000e-02	1.172420e+07
8.690000e-02	1.167830e+07
8.700000e-02	1.163377e+07
8.710000e-02	1.159060e+07
8.720000e-02	1.154881e+07
8.730000e-02	1.150841e+07
8.740000e-02	1.146941e+07
8.750000e-02	1.143181e+07
8.760000e-02	1.139563e+07
8.770000e-02	1.136087e+07
8.780000e-02	1.132754e+07
8.790000e-02	1.129565e+07
8.800000e-02	1.126521e+07
8.810000e-02	1.123621e+07
8.820000e-02	1.120867e+07
8.830000e-02	1.118258e+07
8.840000e-02	1.115797e+07
8.850000e-02	1.113482e+07
8.860000e-02	1.111315e+07
8.870000e-02	1.109296e+07
8.880000e-02	1.107425e+07
8.890000e-02	1.105702e+07
8.900000e-02	1.104129e+07
8.910000e-02	1.102704e+07
8.920000e-02	1.101429e+07
8.930000e-02	1.100303e+07
8.940000e-02	1.099327e+07
8.950000e-02	1.098501e+07
8.960000e-02	1.097825e+07
8.970000e-02	1.097299e+07
8.980000e-02	1.096923e+07
8.990000e-02	1.096698e+07
9.000000e-02	1.096623e+07
9.010000e-02	1.096698e+07
9.020000e-02	1.096923e+07
9.030000e-02	1.097299e+07
9.040000e-02	1.097825e+07
9.050000e-02	1.098501e+07
9.060000e-02	1.099327e+07
9.070000e-02	1.100303e+07
9.080000e-02	1.101429e+07
9.090000e-02	1.102704e+07
9.100000e-02	1.104129e+07
9.110000e-02	1.105702e+07
9.120000e-02	1.107425e+07
9.130000e-02	1.109296e+07
9.140000e-02	1.111315e+07
9.150000e-02	1.113482e+07
9.160000e-02	1.115797e+07
9.170000e-02	1.118258e+07
9.180000e-02	1.120867e+07
9.190000e-02	1.123621e+07
9.200000e-02	1.126521e+07
9.210000e-02	1.129565e+07
9.220000e-02	1.132754e+07
9.230000e-02	1.136087e+07
9.240000e-02	1.139563e+07
9.250000e-02	1.143181e+07
9.260000e-02	1.146941e+07
9.270000e-02	1.150841e+07
9.280000e-02	1.154881e+07
9.290000e-02	1.159060e+07
9.300000e-02	1.163377e+07
9.310000e-02	1.167830e+07
9.320000e-02	1.172420e+07
9.330000e-02	1.177143e+07
9.340000e-02	1.182000e+07
9.350000e-02	1.186988e+07
9.360000e-02	1.192107e+07
9.370000e-02	1.197355e+07
9.380000e-02	1.202730e+07
9.390000e-02	1.208231e+07
9.400000e-02	1.213857e+07
9.410000e-02	1.219604e+07
9.420000e-02	1.225472e+07
9.430000e-02	1.231458e+07
9.440000e-02	1.237560e+07
9.450000e-02	1.243776e+07
9.460000e-02	1.250104e+07
9.470000e-02	1.256541e+07
9.480000e-02	1.263086e+07
9.490000e-02	1.269734e+07
9.500000e-02	1.276483e+07
9.510000e-02	1.283331e+07
9.520000e-02	1.290275e+07
9.530000e-02	1.297311e+07
9.540000e-02	1.304436e+07
9.550000e-02	1.311646e+07
9.560000e-02	1.318938e+07
9.570000e-02	1.326309e+07
9.580000e-02	1.333754e+07
9.590000e-02	1.341270e+07
9.600000e-02	1.348851e+07
9.610000e-02	1.356495e+07
9.620000e-02	1.364195e+07
9.630000e-02	1.371948e+07
9.640000e-02	1.379749e+07
9.650000e-02	1.387593e+07
9.660000e-02	1.395473e+07
9.670000e-02	1.403386e+07
9.680000e-02	1.411325e+07
9.690000e-02	1.419285e+07
9.700000e-02	1.427259e+07
9.710000e-02	1.435241e+07
9.720000e-02	1.443225e+07
9.730000e-02	1.451204e+07
9.740000e-02	1.459171e+07
9.750000e-02	1.467120e+07
9.760000e-02	1.475043e+07
9.770000e-02	1.482932e+07
9.780000e-02	1.490781e+07
9.790000e-02	1.498580e+07
9.800000e-02	1.506322e+07
9.810000e-02	1.513998e+07
9.820000e-02	1.521601e+07
9.830000e-02	1.529120e+07
9.840000e-02	1.536548e+07
9.850000e-02	1.543874e+07
9.860000e-02	1.551090e+07
9.870000e-02	1.558186e+07
9.880000e-02	1.565151e+07
9.890000e-02	1.571977e+07
9.900000e-02	1.578652e+07
9.910000e-02	1.585166e+07
9.920000e-02	1.591508e+07
9.930000e-02	1.597669e+07
9.940000e-02	1.603635e+07
9.950000e-02	1.609397e+07
9.960000e-02	1.614943e+07
9.970000e-02	1.620261e+07
9.980000e-02	1.625340e+07
9.990000e-02	1.630167e+07
1.000000e-01	1.634731e+07


